label,news_text,id,preprocessed_news_text
half-true,The United States is 65th out of 142 nations and other territories on equal pay.,8449,unit state 65th 142 nation territori equal pay
pants-fire,"Obama ""suggested bombing Pakistan.""",4223,obama suggest bomb pakistan
false,"After not having any foreign trade offices overseas for the past decade, New Jersey opened offices in Shanghai and London in the past six months, and has seen an 18 percent increase in exports.",5640,foreign trade offic oversea past decad new jersey open offic shanghai london past six month seen 18 percent increas export
true,Tom Reed has actually voted for every single trade deal that has ever come before him in any form.,439,tom reed actual vote everi singl trade deal ever come form
half-true,"Says more than 1 million Texans are jobless, the state has its highest unemployment rate in more than 20 years and joblessness doubled on Rick Perrys watch.",2702,say 1 million texan jobless state highest unemploy rate 20 year jobless doubl rick perri watch
half-true,The medical marijuana ballot initiative doesnt require a physician writing a prescription and can be for conditions like having a back that needs to be scratched.,9694,medic marijuana ballot initi doesnt requir physician write prescript condit like back need scratch
false,"Building and running the Atlanta Streetcar is projected to create 1,399 jobs.",917,build run atlanta streetcar project creat job
half-true,"Says Ted Cruz has pledged to eliminate the U.S. Department of Education, which would end federal aid to college students.",2788,say ted cruz pledg elimin depart educ would end feder aid colleg student
true,"Democrats have said that ""even one hearing (on the stimulus bill) would be one too many, and that we have a single day to approve these five complex propositions that will affect the lives of millions.""",6404,democrat said even one hear stimulu bill would one mani singl day approv five complex proposit affect live million
barely-true,"Says state Sen. Randy Hopper, R-Fond du Lac, unlike typical taxpayers, didnt pay taxes",1448,say state randi hopper du lac unlik typic taxpay didnt pay tax
pants-fire,"If you care about the environment, weve got record funding.",4098,care environ weve got record fund
false,"Says Tom Nelson backed higher taxes on Social Security, costing Wisconsin seniors $95 million.",6607,say tom nelson back higher tax social secur cost wisconsin senior 95 million
true,"President Obama budget request for veterans ismore than double the amount in constant dollars appropriated in 1980, when the veterans population was larger by a third.",7421,presid obama budget request veteran ismor doubl amount constant dollar appropri 1980 veteran popul larger third
false,"The vast majority of (Syrian) refugees are young, able-bodied men looking for work.",3387,vast major syrian refuge young men look work
pants-fire,Rick Scott doesnt have any ties to a lobbyist.,5904,rick scott doesnt tie lobbyist
barely-true,Ken Cuccinelli would take money away from public schools to fund private schools.,9421,ken cuccinelli would take money away public school fund privat school
barely-true,ICE just endorsed me.,7216,ice endors
false,"Every year since Gov. Walker and the Republicans have been in control of the Legislature weve created fewer jobs, according to the Bureau of Labor Statistics.",1858,everi year sinc gov walker republican control legislatur weve creat fewer job accord bureau labor statist
pants-fire,"Already, the mayor of Green Bay is having ribbon-cutting after ribbon-cutting for economic development around the new VA center.",8950,alreadi mayor green bay econom develop around new va center
pants-fire,Says Texas legislators in 2011 increased state spending on education.,3612,say texa legisl 2011 increas state spend educ
barely-true,Hundreds of thousands of (illegal immigrants are) going to state and federal penitentiaries.,6909,hundr thousand illeg immigr go state feder penitentiari
pants-fire,Says Donald Trumps Make America Great Againhats were made in China.,1187,say donald trump make america great againhat made china
pants-fire,Ed Perlmutter voted for Viagra for rapists paid for with tax dollars.,2456,ed perlmutt vote viagra rapist paid tax dollar
true,Wisconsin is #1 in the Midwest for personal income growth over the year.,2163,wisconsin 1 midwest person incom growth year
true,GEORGIA ROADWAY FATALITIES THIS YEAR: 59 PLEASE DRIVE SAFELY,5657,georgia roadway fatal year 59 pleas drive safe
pants-fire,Says Texas did not bail out a loan program he oversaw as state agriculture commissioner.,2694,say texa bail loan program oversaw state agricultur commission
true,Says GOP Senate nominee Darryl Glenn said he wants to see Ted Cruz appointed to the U.S. Supreme Court.,7425,say gop senat nomine darryl glenn said want see ted cruz appoint suprem court
half-true,Our president has labeled Americans as soft.,2659,presid label american soft
mostly-true,"Weve got 40 years of study now that show that, with a good preschool start, youre less likely to be on public dole, youre less likely to be in prison.",7104,weve got 40 year studi show good preschool start your less like public dole your less like prison
